name,ra_deg,dec_deg,vmag,spectral,parallax_mas,pmra_mas,pmdec_mas
HIP 97423,297.01253704,-13.70355495,6.11,A6:IIIm...,16.0,25.57,-24.95
HIP 97433,297.04255658,70.26783533,3.84,G8III,22.4,80.18,39.02
HIP 97454,297.12714544,10.69411398,6.44,F8Ib-II,1.85,-2.29,-5.82
HIP 97473,297.17520021,11.81592014,5.75,F2V:+...,5.72,15.95,-9.79
HIP 97484,297.20905254,-12.31936853,6.47,K5III,1.99,-0.48,-21.53
HIP 97485,297.21083513,33.43729726,6.42,B0.5Ibvar,1.47,-3.64,-5.74
HIP 97491,297.22947412,-52.88799211,6.27,K1III,4.15,15.47,-47.93
HIP 97496,297.24437005,19.14197806,5.01,A3V,9.99,17.91,26.47
HIP 97499,297.25910696,-10.87071152,6.0,K5III,11.42,30.84,-21.34
HIP 97515,297.29803947,-28.78873269,6.04,F3V,21.95,119.95,-98.62
HIP 97534,297.35538694,-72.50341408,5.39,A4III,24.08,6.91,14.67
HIP 97538,297.36457758,38.71017237,6.12,G6III,4.68,7.63,-9.43
HIP 97569,297.47257971,-66.813093,6.44,K4III,3.03,-0.55,9.84
HIP 97572,297.47799734,28.43968047,6.45,B5V,1.92,1.71,-2.43
HIP 97573,297.48252498,27.08517105,6.46,G8III,6.86,8.86,4.57
HIP 97598,297.55855107,-47.55736033,5.91,M1III,2.92,8.52,-12.99
HIP 97607,297.57283311,7.90242825,6.49,B2.5IVe,2.1,-1.08,-3.96
HIP 97611,297.5906345,-61.06113281,6.21,B5V,3.63,3.39,5.37
HIP 97630,297.64161019,38.72216211,5.18,M2IIIa,5.08,12.65,105.85
HIP 97634,297.65553824,40.599778,5.68,B1III,1.27,-2.19,-7.67
HIP 97635,297.65722388,52.98816657,5.03,K3IIIvar,16.96,-10.28,-67.99
HIP 97646,297.68657002,-59.19363715,5.41,A0IV,12.55,23.09,-12.21
Altair (α Aql),297.6945086,8.86738491,0.76,A7IV-V,194.44,536.82,385.54
HIP 97650,297.69501255,-10.76358902,5.38,F0V,37.86,-32.35,31.84
HIP 97651,297.69528937,37.82631382,6.13,M3III,0.96,4.84,4.4
HIP 97674,297.75456049,-65.60470281,6.04,F2III-IV,16.67,99.7,-158.12
HIP 97675,297.75625098,10.4160539,5.12,F8V,51.57,240.09,-134.51
HIP 97679,297.76705681,22.61008676,4.9,B2.5V,5.27,23.35,-16.65
HIP 97687,297.79625917,-2.46088946,6.12,K5III,5.72,-7.72,-41.26
HIP 97697,297.82386363,9.62994013,6.25,A1m,8.58,7.38,-21.73
HIP 97700,297.83069652,47.37719407,6.22,F2V,15.14,14.06,17.41
HIP 97709,297.86184303,4.08864671,6.47,K0...,-0.37,-5.62,-6.14
HIP 97749,297.96079231,-39.87433805,5.32,A0p,9.62,19.12,-12.05
HIP 97757,297.996132,47.02734867,5.6,O9.5Ia,0.22,-2.76,-3.99
HIP 97765,298.00664208,24.99217156,5.54,A1Iab,1.83,-0.15,-3.93
HIP 97767,298.01518068,11.62913862,6.16,G0V,36.15,-345.23,-333.26
HIP 97774,298.02988134,47.93181856,5.91,B2III,1.32,-6.25,-9.81
HIP 97783,298.0500211,-19.04486185,5.88,K0III,10.46,-2.46,-53.25
HIP 97789,298.06835372,36.43228438,6.13,K4III,4.41,12.72,4.41
HIP 97796,298.09068778,18.67190024,6.24,O8e,0.23,-0.17,-10.45
HIP 97804,298.11818257,1.00567827,3.87,F6Ibv SB,2.78,6.94,-7.3
HIP 97816,298.15709206,-54.97103652,5.76,G8/K0III,9.21,20.52,4.41
HIP 97845,298.25521888,47.80773842,6.3,B0.5IIIn,1.08,-7.31,-7.64
HIP 97849,298.27660773,-14.60308038,6.47,A1V,8.58,-0.77,-50.4
HIP 97870,298.32237872,57.52346329,5.14,B5V,5.11,5.96,7.64
HIP 97871,298.32801307,-3.11449682,5.63,A5pvar,11.79,21.64,13.62
HIP 97886,298.36533677,24.07952568,4.57,B9.5III,9.08,22.78,36.29
HIP 97892,298.39741251,59.70852496,6.06,A3V,9.61,42.12,55.57
HIP 97928,298.53446904,-8.57416489,5.76,K5III,8.27,7.87,-18.97
HIP 97938,298.56175736,8.46165027,4.71,K0III,15.96,101.43,-81.28
HIP 97944,298.57426614,-23.9400745,6.22,K3/K4V,70.34,-122.67,-409.86
HIP 97961,298.62942212,24.31939041,5.56,A0III,6.9,23.52,-0.79
HIP 97966,298.65686507,-8.22722614,5.7,B7Vn,9.74,8.11,-25.71
HIP 97967,298.65858512,-8.2369743,6.49,B8V,9.02,4.02,-30.2
HIP 97970,298.66743028,7.14035304,6.14,A2V,12.38,29.12,-0.01
HIP 97971,298.66854596,-61.170815,6.21,A3V,10.72,-8.12,9.36
HIP 97980,298.68655124,0.27365959,5.6,A0III,9.45,42.37,-13.2
HIP 97985,298.70101118,36.99565531,5.79,Fp,2.12,11.16,8.54
HIP 98012,298.77129973,-33.04624883,6.47,K2/K3III,2.59,-12.62,-1.27
HIP 98032,298.81532954,-41.8684135,4.12,K0III,17.24,23.37,51.6
HIP 98036,298.82819233,6.40793334,3.71,G8IVvar,72.95,46.35,-481.32
HIP 98038,298.83121009,-6.73463769,6.49,F2V,11.67,16.21,-58.74
HIP 98044,298.84184872,58.25037613,6.1,G9III,7.06,20.19,-75.18
HIP 98055,298.90759282,52.43902327,4.91,A4Vn,11.3,-36.62,-31.02
HIP 98066,298.95927101,-26.29968718,4.7,G3/G5III,42.03,203.96,74.4
HIP 98068,298.96567172,38.48670392,4.95,B5IV,2.71,1.46,0.6
HIP 98073,298.98078459,58.84601982,4.98,K5II-III,3.55,-9.0,-20.86
HIP 98085,299.005264,16.6348159,5.71,G5Ibv SB,0.76,1.0,-6.89
HIP 98086,299.00675249,-81.34983861,6.39,K3/K4III,4.7,20.03,-0.71
HIP 98103,299.05930285,11.42370978,5.28,A1IV,15.84,32.4,4.57
HIP 98110,299.07665069,35.08349079,3.89,K0IIIvar,23.4,-34.0,-27.6
HIP 98111,299.07925317,56.68697532,6.16,A4Vn,11.67,29.32,17.06
HIP 98143,299.18392884,36.25059928,6.03,B5IV,2.93,1.21,-0.18
HIP 98146,299.18818099,50.90249691,6.46,A1V,9.31,10.01,10.63
HIP 98162,299.23677038,-27.1698625,4.54,K3III,2.7,9.6,-14.95
HIP 98174,299.27618092,-58.90131541,5.24,B9.5IV,10.81,23.55,-14.87
HIP 98194,299.30776056,40.36782505,5.46,B5V,2.13,7.08,-0.47
HIP 98234,299.43932749,16.78911537,5.54,B9III,8.06,11.52,19.66
HIP 98253,299.48382616,42.26079538,6.44,A3V,2.57,-5.25,-10.19
HIP 98258,299.48758471,-15.49126255,5.01,A2V,11.18,17.83,-93.66
HIP 98308,299.61974056,63.53420204,6.15,A3V,7.58,0.77,-27.64
HIP 98320,299.64314255,38.10569103,6.33,B5IV,1.85,3.63,0.83
HIP 98325,299.65816165,30.98367174,5.51,B9Vn,5.99,33.23,-2.6
HIP 98332,299.67157464,-69.16371251,5.74,Am,14.08,69.18,-100.6
HIP 98333,299.67409575,70.36680747,6.32,G8III,7.74,40.45,58.1
HIP 98337,299.68911516,19.49209287,3.51,K5III,11.9,64.37,22.58
HIP 98346,299.72052643,-68.76240414,6.38,A2V,9.56,36.46,-73.83
HIP 98351,299.73486767,-30.5382381,6.27,K1III,15.22,86.05,-59.89
HIP 98353,299.7382347,-26.19582739,4.84,G8II/III,9.58,34.5,24.74
HIP 98375,299.79409487,23.10127381,5.68,F0,20.66,-70.78,3.07
HIP 98379,299.81390745,52.05568515,6.14,B5III,4.24,9.33,2.63
HIP 98383,299.83506255,45.77258164,5.92,A5III,6.91,11.54,-16.72
HIP 98385,299.84430859,1.37753175,6.17,G8III,4.24,16.51,67.66
HIP 98401,299.90289138,76.48153707,6.2,M3III,6.21,-26.86,-59.51
HIP 98412,299.93405965,-35.27624433,4.37,B2.5IV,5.28,6.02,-25.15
HIP 98416,299.94787255,-9.95728408,5.87,F8V,40.75,-246.73,-392.36
HIP 98421,299.96366659,-34.69763103,5.3,A4/A5IV,20.81,108.71,-69.13
HIP 98425,299.97997979,37.04288602,5.15,B3IV,2.07,0.41,-0.24
HIP 98438,300.01378061,17.51654077,5.33,M4IIIa,4.37,1.73,-12.22
HIP 98458,300.06399327,26.18790438,6.49,G8II,2.21,1.42,-7.01
HIP 98461,300.06632739,-37.70171669,5.95,G8/K0III,10.33,19.54,-1.15
HIP 98470,300.08399517,-33.7027487,5.65,F7V,47.9,130.79,-289.3
HIP 98478,300.09627712,-66.94888773,5.75,K0IV,15.09,-3.67,-194.28
HIP 98482,300.10582208,-49.35093932,6.18,K0III,10.8,-76.61,-2.94
HIP 98485,300.11028267,-43.04333151,6.11,M0III,2.96,22.07,12.32
HIP 98495,300.14747226,-72.91018443,3.97,A0V,30.73,80.54,-131.34
HIP 98512,300.20134846,-45.1129325,5.8,A8III,9.07,3.39,5.82
HIP 98526,300.24571281,8.5577688,5.9,K5III,3.63,11.14,-13.96
HIP 98543,300.27504217,27.75356392,4.66,A4III,14.67,57.99,3.76
HIP 98563,300.31365859,37.09887283,6.23,K0III,3.25,40.81,50.92
HIP 98571,300.33978531,50.10467998,5.06,K1II-III,7.6,16.31,6.14
HIP 98575,300.3493383,-22.73727899,6.01,K0III,10.42,9.86,-11.6
HIP 98579,300.36149409,-40.81423965,6.31,A2/A3V,11.65,27.68,-39.78
HIP 98583,300.36888221,64.82100457,5.22,M1III,5.78,10.01,-12.45
HIP 98609,300.43627799,24.80042535,5.88,B4V,4.85,6.72,-0.78
HIP 98608,300.43634274,-59.37582804,4.95,M6III,7.52,19.73,-26.89
HIP 98624,300.46835033,-66.94379223,5.32,K2IVCN...,13.91,38.48,-71.53
HIP 98633,300.49407171,-13.63724241,5.69,A1IV,10.54,38.87,10.41
HIP 98636,300.50572521,24.93787365,5.23,F2III,15.43,89.69,69.73
HIP 98658,300.58399922,64.63439179,6.27,G7III:,9.72,41.93,11.18
HIP 98688,300.66441367,-27.70987972,4.43,M4III,7.28,32.28,14.35
HIP 98701,300.70335846,31.95880063,6.39,K1III,2.89,11.37,12.76
HIP 98702,300.7043634,67.87344872,4.51,K3III,8.02,16.43,47.8
HIP 98738,300.81830316,18.50104063,5.99,K3Iab:,3.84,11.41,-19.67
HIP 98754,300.875053,16.03127337,5.73,B9MNp...,5.12,5.05,-7.73
HIP 98761,300.88921406,-37.94049103,4.77,K4III,8.05,64.71,-85.44
HIP 98767,300.90394052,29.89807932,5.73,G6IV+...,62.92,683.32,-524.06
HIP 98772,300.91170802,22.94109632,6.45,K2,6.35,-18.84,-15.74
HIP 98785,300.93472579,-22.59565192,6.44,F7V,17.38,-38.45,23.36
HIP 98819,301.02693796,17.07116105,5.8,G1V,56.6,-394.07,-406.42
HIP 98823,301.03461172,7.27793427,5.51,K0III,6.19,14.24,12.97
HIP 98842,301.08151239,-32.05626941,4.99,K1III/IV,10.05,43.01,-10.78
HIP 98844,301.09647111,-0.70902114,5.67,K4III,5.6,-2.21,-118.27
HIP 98858,301.11994393,48.22966326,6.16,A2IV,5.63,10.92,0.51
HIP 98863,301.15073631,32.21862467,5.62,B1.5Ia comp,0.24,-2.8,-11.12
HIP 98872,301.18547823,63.89011646,6.24,A2II-III,12.74,2.98,37.47
HIP 98890,301.22255255,68.02718293,6.32,M3IIIa,2.92,-12.12,-9.82
HIP 98910,301.2725629,-11.59937704,6.38,F1III,2.56,-0.57,-14.98
HIP 98915,301.27802072,51.83932191,6.14,M1IIIa,4.4,34.34,31.21
HIP 98920,301.28947757,19.99087704,5.09,K2III,20.17,30.61,79.65
HIP 98921,301.28994567,38.47818576,6.18,G5IV,52.99,263.35,111.57
HIP 98946,301.33959613,56.34122669,6.19,F4V,19.14,-0.37,80.22
HIP 98954,301.36052502,15.50036919,6.37,M2  comp,4.35,34.33,17.62
HIP 98959,301.3811952,-67.31925724,6.07,G2V,56.45,844.55,-674.69
HIP 98962,301.38635475,61.99524822,5.4,K3III,18.78,123.82,70.6
HIP 99024,301.55080882,-4.07812491,6.47,K0,9.57,51.59,-34.88
HIP 99026,301.55682854,53.16506746,5.81,F5V,27.43,212.85,255.21
HIP 99031,301.59137234,35.97353894,5.38,K0IV,41.34,-224.43,-440.57
HIP 99080,301.72249122,23.61442409,5.08,B3V,6.68,15.18,0.45
HIP 99120,301.84653576,-52.88080972,4.93,M1II,2.6,-12.72,6.88
HIP 99137,301.89613313,-55.0161003,6.26,F8V,43.08,19.16,36.22
HIP 99145,301.92266944,34.42292025,6.12,B5Ib,1.62,1.21,-6.07
HIP 99158,301.9597506,9.39976375,6.43,F3V,23.12,46.58,28.37
HIP 99171,302.00731244,-0.67802026,5.97,K1IV,20.89,116.6,-67.94
HIP 99176,302.02708254,16.66437317,6.39,M3III,0.77,4.33,7.14
HIP 99188,302.03988388,-52.5777484,6.47,G3V,17.3,-23.62,-19.32
HIP 99200,302.08533425,-66.35467601,6.45,K5III,2.85,-9.15,-6.35
HIP 99221,302.13028361,-10.06251198,6.18,B9.5III,6.22,6.13,-34.03
HIP 99234,302.15948837,10.7258712,6.34,B3IV,1.77,3.83,-1.81
HIP 99240,302.17441713,-66.17932101,3.55,G5IV-Vvar,163.73,1210.29,-1130.34
HIP 99255,302.22215174,77.71136178,4.38,B9III,9.97,11.11,23.72
HIP 99270,302.26588449,-47.06777265,6.46,K5III,6.12,41.75,-64.67
HIP 99294,302.34320542,56.02687302,6.49,K0,2.63,-10.73,-18.39
HIP 99303,302.35673642,36.83959003,4.93,B2.5V,3.79,3.15,12.96
HIP 99404,302.63968695,26.90413736,5.51,A3III,7.77,18.29,12.92
HIP 99445,302.76469664,21.13450274,6.24,K0,6.34,23.15,31.2
HIP 99453,302.78089426,-57.52415476,6.36,A1V,7.21,12.17,-34.76
HIP 99457,302.79198547,-8.84233932,6.39,B1V,0.03,1.39,-2.07
HIP 99461,302.79836763,-36.09738423,5.32,K2V,165.24,456.89,-1574.91
HIP 99473,302.82610327,-0.82147569,3.24,B9.5III,11.36,35.48,6.05
HIP 99479,302.83758369,21.87496544,6.24,B1Ib,0.11,-4.71,-11.81
HIP 99500,302.89476753,62.07834754,5.7,F5V,20.54,137.31,80.09
HIP 99518,302.94989008,26.80901561,5.51,K3II-III,2.02,1.41,-10.37
HIP 99529,302.9912627,-12.39235779,6.34,K0III,6.75,-6.85,-18.6
HIP 99531,303.00291076,26.47883104,5.91,B7Ve...,2.86,4.48,-10.08
HIP 99570,303.09940397,-42.77981808,6.2,K2III,9.48,-18.07,-100.81
HIP 99572,303.10731366,-12.61702214,5.84,F5V,35.65,193.25,-195.6
HIP 99579,303.13221351,51.46360234,6.01,K1III:,7.91,-14.99,-15.31
HIP 99585,303.14634666,0.8671023,6.25,A0,5.41,2.1,-19.81
HIP 99624,303.26843803,-0.33079848,6.47,K5,2.08,-13.81,1.05
HIP 99631,303.30778095,-1.00926621,5.44,K5III,3.67,24.87,-30.06
HIP 99639,303.32517496,46.81567038,4.8,A5IIIn,4.55,13.39,1.93
HIP 99655,303.34917142,56.56752223,4.28,A3IV-Vn,21.41,60.85,82.26
HIP 99663,303.3648718,60.6404332,5.81,K5III,5.49,39.03,55.82
HIP 99666,303.38492057,-47.7131298,6.47,K2III,7.26,-5.87,-42.8
HIP 99675,303.40792782,46.74132417,3.8,K2II+...,2.41,4.2,1.87
HIP 99685,303.42839988,43.37900332,6.13,K4III,4.42,-3.11,3.96
HIP 99719,303.52030039,36.60489439,6.47,A0V,3.23,10.39,-5.6
HIP 99738,303.56050449,28.69486353,5.19,A7IVn,9.97,12.18,-19.01
HIP 99742,303.56910667,15.19746767,4.94,A2V,21.24,55.69,57.98
HIP 99747,303.57919847,-52.44564171,5.65,K4III,3.56,20.8,-52.67
HIP 99762,303.61232254,-63.41586405,6.09,F0IV,13.88,-39.21,30.8
HIP 99770,303.63326032,36.8061354,4.93,A2V,24.37,69.22,68.67
HIP 99824,303.81621226,25.59196924,4.79,B3V,2.72,6.9,-5.02
HIP 99825,303.8190747,-27.03253576,5.73,K3V,113.33,1241.35,-181.46
HIP 99841,303.84913091,33.7293702,5.7,K0III,10.86,-31.88,-117.82
HIP 99848,303.8679927,47.7142053,3.96,K3Ib-II comp,2.94,3.88,1.2
HIP 99853,303.87598846,23.50892242,5.18,G2Ib SB,0.75,2.66,-6.89
HIP 99870,303.93015311,50.23286626,6.36,A2Vn,9.19,15.52,15.09
HIP 99874,303.94232258,27.8142285,4.5,K3III,9.94,-34.37,5.77
HIP 99878,303.96077438,-30.0052966,6.3,K4III,2.84,33.81,7.7
HIP 99889,304.00252971,45.57965867,5.87,F5V:,28.97,9.25,-54.94
HIP 99893,304.01429331,38.89808634,6.28,A1V,7.96,-1.07,-30.71
HIP 99894,304.02511695,4.58091965,6.44,G5,14.84,-40.72,-51.16
HIP 99913,304.08242795,21.59876279,6.11,K1III,10.95,8.1,-25.73
HIP 99918,304.09500616,-12.33707716,6.3,B9IV,6.19,6.75,-17.13
HIP 99920,304.0983736,-36.4535361,6.3,M4III,3.83,1.66,-15.9
HIP 99929,304.11730319,37.0563971,6.47,B6III,2.86,2.56,-0.81
HIP 99951,304.19615246,24.67114227,5.3,G8III,6.91,14.41,-16.71
HIP 99968,304.23034999,40.3650796,5.27,K5II,3.26,2.01,-1.89
HIP 100016,304.37106233,42.72206321,6.32,K4II:,1.73,2.72,-1.33
HIP 100017,304.37763542,66.85296587,5.91,G3V,56.92,468.52,296.81
HIP 100018,304.38140202,29.14750941,6.24,G9III,8.88,-9.15,22.1
HIP 100027,304.41190045,-12.50821403,4.3,G3Ib,4.75,22.24,0.75
HIP 100044,304.44668519,38.0329471,4.77,B2pe,0.52,-3.53,-6.88
HIP 100062,304.50573017,-21.80990013,5.86,G8III,9.55,35.39,-24.74
HIP 100064,304.5134103,-12.54485877,3.58,G6/G8III,30.01,61.78,2.85
HIP 100069,304.52912505,40.73209817,5.83,O9V,2.1,-2.51,-6.53
HIP 100097,304.6031586,55.3971705,5.76,A2Vs,11.21,-7.58,-31.19
HIP 100108,304.61927485,36.9997539,5.58,A2V,16.76,40.35,20.06
HIP 100122,304.66279104,34.98278431,5.14,F5Ib,1.63,0.1,-3.81
HIP 100142,304.70696744,46.32221345,6.46,B2V,1.23,-4.42,-7.89
HIP 100151,304.73319265,-47.71076925,6.28,M1III,4.83,12.31,-2.0
HIP 100155,304.73974671,39.00420342,6.35,K5Ib,1.36,-2.12,-8.08
HIP 100165,304.76254422,-63.23056312,6.27,K0III,7.32,-8.78,-74.36
HIP 100184,304.8236872,-47.57984541,6.13,F5V,33.91,190.87,-182.5
HIP 100195,304.84833016,-19.1185068,5.28,K2III,4.68,7.96,-10.9
HIP 100208,304.87210564,13.21681049,6.2,M1III,4.12,-14.89,-18.28
HIP 100221,304.90290698,62.25741351,5.71,B9V,8.62,16.74,24.16
HIP 100232,304.93016868,-1.07859255,6.05,K0,8.04,41.59,32.39
HIP 100250,304.98351514,46.83730538,6.49,B9p Si,2.67,-1.61,5.78
HIP 100256,305.0007967,13.54810109,5.96,A5m,11.09,-2.65,-4.03
HIP 100261,305.02493212,68.8802532,5.59,M5III,4.79,18.02,26.44
HIP 100268,305.06342626,39.40328172,6.22,A1V,9.18,-5.11,-22.79
HIP 100274,305.08552482,14.56924214,6.17,G8III,5.93,-3.19,6.18
HIP 100276,305.0891524,17.79300261,5.82,K5III,6.83,16.32,-30.88
HIP 100295,305.12766031,53.59568983,6.23,K5,2.0,2.17,-2.02
HIP 100300,305.13460168,-55.05080338,6.27,M0/M1III,4.02,11.56,-32.4
HIP 100310,305.16586145,-12.75904403,4.77,B9IV,11.98,15.71,-14.63
HIP 100325,305.19384449,-14.78489327,6.09,B9.5III/IV,10.4,42.64,0.37
HIP 100332,305.21612805,-35.67372299,6.46,K3III,7.35,36.35,19.26
HIP 100345,305.25269347,-14.78140119,3.05,A5:n,9.48,48.42,14.0
HIP 100357,305.29798654,63.98008727,5.69,K5III,4.45,6.14,14.52
HIP 100379,305.36858807,-66.74969742,6.49,F6V,22.72,-140.22,3.15
HIP 100412,305.42233711,-49.99880746,6.26,G2IV-V,30.84,-359.84,-250.36
HIP 100434,305.51272943,41.132146,6.38,G5II+...,2.1,2.44,-3.67
HIP 100435,305.51428968,24.44611603,5.5,B8IIIn,1.81,1.92,-6.89
HIP 100437,305.52227775,45.79489737,5.58,K0IIIvar,7.86,25.06,39.7
HIP 100453,305.55708346,40.2566815,2.23,F8Ib,2.14,2.43,-0.93
HIP 100469,305.61449749,-42.04934895,5.6,A0V,13.35,32.94,-81.98
HIP 100486,305.65547104,31.26502064,6.09,K2,5.37,-8.47,-22.64
HIP 100501,305.68872891,41.02613288,5.95,M0III,3.81,1.26,-49.66
HIP 100511,305.7180075,14.55111452,6.16,F8V,38.27,79.02,-6.87
HIP 100515,305.73120017,42.98343905,6.2,K0IIIvar,9.86,55.72,42.82
HIP 100524,305.75322975,-9.65467053,6.29,G5II-III,7.49,27.04,-16.28
HIP 100541,305.79462251,5.34307747,5.3,G8III-IV,13.23,-26.89,-37.12
HIP 100574,305.9348554,37.47644822,5.87,B2Vne,3.65,5.09,0.17
HIP 100587,305.96498335,32.19018607,4.43,K3III,12.77,35.71,-5.81
HIP 100591,305.97161225,-42.42290463,5.64,A3V,8.8,-11.08,14.99
HIP 100651,306.13481758,53.55190298,6.49,B9.5III,2.23,8.31,12.62
HIP 100664,306.15622323,1.06839246,6.14,B9V,3.88,7.93,5.49
HIP 100672,306.17397508,1.36861212,6.41,K5,3.77,5.66,-20.1
HIP 100697,306.22834017,-83.31063455,6.15,A2/A3m...,12.95,23.65,7.54
HIP 100714,306.27084638,59.60012111,6.44,A3III,3.44,1.95,-9.68
HIP 100738,306.36175161,-28.66327932,5.86,G8II/III,6.03,11.73,4.05
HIP 100751,306.41187347,-56.73488071,1.94,B2IV,17.8,7.71,-86.15
HIP 100754,306.4188495,21.40966274,5.68,G6III,6.0,8.88,-8.67
HIP 100758,306.42719925,-2.80028034,6.1,K1III:,4.57,-4.95,-40.0
HIP 100762,306.43376134,10.05609372,6.32,K5IIIvar,3.72,20.98,-38.88
HIP 100764,306.45003566,-40.79597302,6.08,K3III,9.25,-105.35,-86.76
HIP 100779,306.5047852,19.86544804,6.45,K0III,4.83,31.26,18.93
HIP 100781,306.50659436,13.91167933,6.35,K5,4.0,25.12,-27.49
HIP 100807,306.59646487,17.31557189,6.23,K0,4.01,4.49,-5.45
HIP 100808,306.597765,56.63867785,6.38,B9V,5.96,10.0,8.35
HIP 100852,306.72140299,-37.402627,6.24,K1IV,25.21,-255.06,-114.25
HIP 100859,306.7591909,49.38322449,5.73,F0V:,26.56,68.79,58.48
HIP 100866,306.78238806,34.32907395,6.39,F1II,1.32,1.47,-1.8
HIP 100876,306.80912244,20.47650539,6.44,K0,1.97,0.51,-8.32
HIP 100881,306.83001454,-18.21169433,5.08,B4V,4.9,10.32,-10.87
HIP 100907,306.89281213,38.44052275,5.63,A3V,12.07,-22.98,-78.6
HIP 100953,307.03131529,8.43740668,6.23,G9III,9.99,40.75,16.94
HIP 100965,307.06022697,81.42266925,5.38,G9III,7.15,33.72,16.19
HIP 100969,307.06986982,2.93715202,6.2,G8III,7.15,38.93,3.7
HIP 100977,307.10370567,-3.35774231,6.12,B9V,5.85,27.29,-21.22
HIP 101011,307.18160334,-15.74149651,6.41,G8III,5.28,8.09,-1.15
HIP 101017,307.19473436,-35.5958129,6.09,B8II/III,5.2,1.69,-20.76
HIP 101027,307.21509857,-17.81366828,4.77,F3V,33.04,-15.79,-7.66
HIP 101044,307.26174083,83.62546296,6.19,A4m,11.77,23.43,-19.05
HIP 101067,307.33495238,36.45473284,5.9,A1Ib,1.93,2.58,-1.58
HIP 101076,307.348879,30.36855661,4.01,F5II,4.3,6.87,-0.64
HIP 101084,307.36294172,56.06817898,5.89,B9Vn,3.64,4.57,4.63
HIP 101082,307.36380725,81.09073843,5.96,K0III+...,15.88,67.05,221.67
HIP 101090,307.38056519,-22.39149166,6.13,K5III,6.14,8.23,-30.91
HIP 101093,307.39511383,62.99413722,4.21,A7III,24.04,45.0,-13.31
HIP 101101,307.41232775,-2.8854763,4.91,K2III,17.08,71.88,-22.39
HIP 101123,307.47454931,-18.58298474,5.94,A1V,13.65,25.56,-79.45
HIP 101133,307.49947843,45.92819432,6.43,K2+...,7.86,80.51,148.93
HIP 101134,307.50299582,72.53176245,6.23,K4III:,4.78,-0.29,-24.44
HIP 101138,307.51471567,48.95155039,4.94,B2.5IV,3.75,10.01,7.64
HIP 101160,307.57479631,10.89591574,6.03,A1sh,5.76,19.25,3.52
HIP 101211,307.73663,-29.11265034,6.35,A5V,5.49,18.53,-6.31
HIP 101213,307.74206375,20.60600552,6.21,A1m,9.43,96.14,58.5
HIP 101214,307.74678964,36.93584939,6.21,F5Iab,2.06,-0.2,-4.18
HIP 101221,307.7680461,-15.05605156,6.1,K1/K2III+..,10.25,-39.47,-47.97
HIP 101243,307.82836858,49.2203733,5.44,M2III,8.07,8.79,-31.28
HIP 101245,307.83796767,52.30937218,6.2,K0III,9.37,40.61,63.27
HIP 101260,307.87666197,74.95465942,5.18,A0p...,7.82,6.36,-16.47
HIP 101268,307.9011204,34.33050116,6.47,F2,22.18,-6.61,-52.64
HIP 101285,307.94383104,56.77987434,6.14,K5III,3.97,-14.82,-6.5
HIP 101300,307.99244679,25.80502621,6.37,Am,12.33,41.31,-20.03
HIP 101339,308.08498217,2.13280461,6.47,K2,2.88,29.89,1.24
HIP 101345,308.097973,-9.85364143,5.66,G3V,41.26,307.59,106.07
HIP 101384,308.21813716,-24.94372528,6.35,A0V,9.31,5.27,-42.89
HIP 101421,308.30318657,11.30333217,4.03,B6III,9.09,10.75,-28.54
HIP 101427,308.3233866,-80.96482633,5.76,G6/G8II,6.19,8.35,-14.88
HIP 101474,308.47578431,35.25086482,4.61,K2Ib comp,3.51,-2.26,-5.35
HIP 101475,308.47848189,46.69386159,5.78,B9sp...,6.78,9.66,1.82
HIP 101477,308.47942959,-44.51596141,5.12,K0III,15.1,11.17,-35.67
HIP 101483,308.48748693,13.02720146,5.39,A3IVs,18.85,76.49,21.89
HIP 101489,308.49967349,4.89868547,6.42,K0,5.24,4.79,-8.79
HIP 101505,308.54157887,20.98519665,6.49,B3IV,2.21,6.76,-4.72
HIP 101507,308.54856618,-13.72126202,6.11,G0V,30.45,69.24,70.39
HIP 101552,308.69742531,-30.47341857,6.42,B8V,5.5,12.67,-21.9
HIP 101556,308.71002522,51.85423447,6.19,A9II,0.45,-3.14,-5.37
HIP 101558,308.73109205,-38.08986196,6.45,A5m...,14.94,18.62,-11.54
HIP 101570,308.77641961,-71.18880857,6.41,K2III,4.05,-38.53,12.3
HIP 101589,308.82711738,14.67418482,4.64,A3V,14.36,45.08,11.71
HIP 101608,308.88419228,-16.52581187,6.19,A5II/III,13.9,84.05,-27.61
HIP 101612,308.89486744,-60.58129819,4.75,F1III,36.27,70.15,-185.58
HIP 101623,308.94923064,-44.33764333,6.36,K1III,7.94,-9.85,15.37
HIP 101626,308.96528696,-69.61047763,6.09,K2III,3.93,30.71,-44.55
HIP 101641,309.03467615,25.88261861,6.4,A5III,4.65,23.61,11.96
HIP 101684,309.15969219,-63.12076434,6.34,F2V,17.05,10.18,-81.64
HIP 101692,309.18177937,-2.54991814,4.91,K5II,1.48,9.09,-16.05
HIP 101716,309.26942755,26.46197499,5.59,B9V,10.68,16.27,-11.39
HIP 101746,309.32657723,0.09700261,6.21,B8IIIp,5.07,5.25,-10.11
HIP 101756,309.34822512,38.32877208,6.21,K0III,9.93,13.77,-43.95
HIP 101765,309.38238346,31.57254134,6.32,B8IIIn,4.16,8.98,-0.63
HIP 101769,309.38695734,14.59520289,3.64,F5IV,33.49,118.28,-47.65
