name,ra_deg,dec_deg,vmag,spectral,parallax_mas,pmra_mas,pmdec_mas
HIP 93085,284.43241556,-21.10662433,3.52,G8/K0II/III,8.76,34.91,-12.33
HIP 93104,284.50792438,38.26618277,5.89,B7IV,6.32,-5.25,2.13
HIP 93117,284.54178857,-83.42216671,6.35,B9/B9.5V,5.84,16.9,-13.03
HIP 93124,284.56144717,17.36093633,5.33,F8Ib,1.32,0.08,-9.98
HIP 93134,284.58879917,-31.035856,6.09,K3III,7.47,-46.95,-48.81
HIP 93138,284.59879391,6.24018925,6.22,F5IV,17.64,-9.4,-107.16
HIP 93140,284.60345583,-22.52952554,6.14,A1V,12.79,1.36,13.4
HIP 93148,284.61564682,-52.93860748,4.85,A0V,6.14,11.53,-8.81
HIP 93163,284.65247792,-60.20062859,5.14,K1III-IV,6.32,-125.01,32.47
HIP 93174,284.68114151,-37.10708855,4.83,F3IV/V,33.43,-132.25,-110.45
HIP 93177,284.69411182,40.67919507,6.2,B3V,3.44,1.51,-0.35
HIP 93179,284.69551472,13.90677273,5.91,F0spe...,13.45,0.94,-51.42
HIP 93194,284.73593568,32.68955312,3.25,B9III,5.14,-2.76,1.77
HIP 93197,284.74748756,50.80912581,6.32,G8III,7.54,0.53,7.15
HIP 93203,284.77387015,13.62254853,5.27,F8V,20.99,19.49,-124.92
HIP 93209,284.79569312,-39.53463573,6.49,B9.5V,6.71,-3.83,-31.53
HIP 93210,284.80121716,39.2173241,6.43,B5IV,3.97,-0.16,-1.17
HIP 93225,284.84917715,-12.84046242,5.51,B4V,6.34,-1.05,-22.44
HIP 93234,284.86158095,-18.56638766,6.37,G5/G6II,3.93,-0.62,-18.62
HIP 93238,284.87197851,-70.4683674,6.49,A8V,9.3,-3.89,-117.69
HIP 93244,284.90578844,15.06847757,4.02,K2III,21.22,-52.68,-73.81
HIP 93256,284.93928575,26.23043204,5.26,K2III,9.36,85.85,-11.33
HIP 93270,284.99216447,22.81449194,6.28,M4III,4.31,-16.17,9.52
HIP 93279,285.00342257,32.14549051,4.94,K3III,2.12,6.13,9.75
HIP 93287,285.01477683,-66.65351408,5.98,K0III,7.43,12.33,-42.6
HIP 93299,285.05696213,50.53345884,5.39,B2.5IV,5.23,7.05,3.15
HIP 93315,285.10324474,-24.9422712,6.35,K0III,4.03,55.54,41.2
HIP 93340,285.18111302,55.65831944,5.51,G5IIbCN...,6.59,-11.73,-7.36
HIP 93354,285.22998992,33.80215041,6.04,K0III:,8.24,5.64,3.11
HIP 93371,285.26792264,-37.06150446,6.44,B9.5IV:,12.92,-4.72,-20.88
HIP 93374,285.27262462,19.30961261,6.47,K1III,7.14,8.07,-3.19
HIP 93393,285.32232152,26.29143333,5.69,B5V,4.68,-0.74,-9.1
HIP 93408,285.3598321,46.93502175,5.0,A7V,25.54,13.58,-86.1
HIP 93418,285.38966244,-15.28261438,6.31,K0III,5.83,-5.29,-1.25
HIP 93423,285.40724237,-22.69536606,6.25,K3III,2.14,3.9,0.65
HIP 93429,285.42017236,-5.73901832,4.02,K1IIIvar,21.95,-24.15,-39.73
HIP 93437,285.45153751,33.62125983,6.39,B5IV,2.94,0.4,-1.0
HIP 93443,285.4559296,22.26437745,6.44,A4V,7.88,12.57,14.4
HIP 93466,285.52933604,52.2611374,6.35,G8III:...,5.08,-7.47,-32.73
HIP 93470,285.53540308,-41.91047978,6.21,A0V,9.25,30.51,-10.21
HIP 93488,285.5898381,8.37352914,6.25,K2III,3.84,9.69,3.96
HIP 93498,285.61537869,-24.84639516,5.63,K2III,11.81,-22.9,-177.32
HIP 93506,285.65301428,-29.88011429,2.6,A3IV,36.61,-14.1,3.66
HIP 93523,285.71923778,19.66101428,6.11,K1III,2.12,6.31,-1.53
HIP 93526,285.7270496,-3.69900363,5.4,A1V,6.53,11.33,6.98
HIP 93537,285.76584773,-19.24565829,5.96,K0II/III,2.2,2.63,-11.42
HIP 93542,285.77846922,-42.09499443,4.74,A0Vn,17.75,55.74,-45.33
HIP 93543,285.77912298,-19.10301593,6.37,F5V,12.3,12.62,-3.52
HIP 93552,285.82369335,-38.25318227,5.73,F2III/IV,15.47,13.31,14.51
HIP 93574,285.87367886,-68.7555329,5.89,F8V,17.65,-20.83,-4.46
HIP 93580,285.88432906,1.81893472,5.82,A4V,18.12,23.71,-68.65
HIP 93624,285.98967365,-51.01824471,5.93,K0/K1III,11.17,40.42,-147.68
HIP 93629,286.00416655,-57.95997203,6.3,G6II/III,5.77,16.33,4.01
HIP 93666,286.10063233,-5.68484308,6.48,C5II,2.7,6.15,0.07
HIP 93667,286.10439624,-31.04703255,5.49,A0V,5.97,2.95,-19.17
HIP 93683,286.17055765,-21.74135451,3.76,K0III,23.49,76.26,-58.08
HIP 93713,286.22987335,53.39660317,5.4,A0Vn,9.34,-4.15,21.02
HIP 93717,286.24024804,-4.03135505,5.4,K1III,10.04,20.76,-26.73
HIP 93718,286.24093053,31.74425746,5.63,M0III,5.38,75.55,-76.41
HIP 93720,286.24280008,30.73344797,6.07,M2III,4.39,21.82,-21.53
HIP 93733,286.2910239,49.92315319,6.45,K3III,5.59,-7.37,5.44
HIP 93747,286.3525518,13.86370983,2.99,A0Vn,39.18,-7.04,-95.31
HIP 93763,286.4215809,-15.66039343,5.93,B8IIIsp...,3.75,0.74,-10.36
HIP 93770,286.44637945,29.9217018,6.32,M0III,2.49,-4.33,-11.4
HIP 93805,286.56229139,-4.88233456,3.43,B9Vn,26.05,-19.68,-90.37
HIP 93815,286.58301929,-52.34063012,5.17,F7V,19.07,30.63,-115.2
HIP 93825,286.60433158,-37.06275714,4.23,F7IV-V,55.89,96.93,-279.67
HIP 93843,286.65701713,28.6283896,5.53,F0III,24.5,75.83,84.43
HIP 93845,286.65983699,24.25075812,5.78,A4III,9.82,58.3,14.37
HIP 93855,286.71715788,-16.22923584,6.0,B7V,3.65,-1.28,-16.61
HIP 93858,286.71918034,-37.80976697,6.15,G8V,58.24,-187.66,-366.77
HIP 93860,286.72839567,-50.32306734,6.29,B9V,6.27,-3.0,-31.65
HIP 93862,286.73164713,-48.29911462,5.95,A0V,9.33,12.7,-12.3
HIP 93864,286.73517629,-27.66981416,3.32,K1/K2III,27.09,-50.79,-250.51
HIP 93867,286.74418054,11.07130501,5.07,B8III,6.43,-0.27,-31.47
HIP 93887,286.78469618,-18.7381278,6.28,B8V,4.5,-2.0,-17.7
HIP 93903,286.82553958,36.10016754,5.25,B6IV,3.92,-0.64,-4.28
HIP 93917,286.85623123,32.50166027,5.2,F0V,24.64,123.23,32.08
HIP 93925,286.87850541,-28.63678162,6.05,K3III,3.56,-0.03,-7.67
HIP 93966,286.98867463,16.85412507,6.08,G5V,47.72,65.61,-304.46
HIP 93975,287.01456055,21.69874452,6.22,F3V,22.83,45.27,75.28
HIP 93993,287.06066188,-24.65734762,6.3,B9.5V,4.85,6.07,-8.86
HIP 93996,287.06958032,-19.29028615,5.56,B2V,2.13,5.27,-1.14
HIP 94005,287.08722077,-40.4966376,4.57,K1III,18.67,48.05,-26.84
HIP 94013,287.10785255,52.42586424,5.88,K1IV,14.24,-100.41,-54.95
HIP 94054,287.21777649,-55.72014436,6.44,K1IV,8.04,58.45,-115.62
HIP 94068,287.24965607,6.07339716,5.23,F0III-IV,22.96,-9.02,-78.34
HIP 94083,287.29061868,76.56079335,5.11,A9V,36.64,51.63,-119.8
HIP 94114,287.36782635,-37.90423953,4.11,A0/A1V,25.15,85.73,-96.65
HIP 94130,287.41566407,-39.82718505,6.44,K0III,9.32,-4.88,-21.7
HIP 94140,287.44083917,65.97844349,6.26,A0V,10.15,3.95,28.69
HIP 94141,287.44097404,-21.02352534,2.88,F2II/III,7.41,-1.17,-36.83
HIP 94144,287.4505509,-19.80345573,6.11,K1III,8.32,24.01,-82.87
HIP 94149,287.46497041,-0.42809819,6.34,B5Vn,3.73,2.67,-6.34
HIP 94150,287.46925968,-68.42434424,5.31,G8/K0III/IV,27.13,154.94,-42.59
HIP 94157,287.4902249,-41.89222924,5.86,B5V,3.99,-0.17,-11.02
HIP 94160,287.50730185,-39.34070677,4.1,K0II/IIICN.,6.42,5.89,-36.78
HIP 94243,287.75794348,-39.00468219,6.34,B7II/III,1.24,-0.25,-9.45
HIP 94272,287.82835331,-29.50224142,6.28,B8/B9V,6.5,14.64,-21.15
HIP 94280,287.8464799,40.42915794,6.2,A3V,6.92,8.81,-25.75
HIP 94290,287.87900681,26.73594891,6.35,F5V,23.2,33.02,-31.94
HIP 94302,287.91883762,56.85909594,5.13,G8III,9.57,48.09,48.0
HIP 94311,287.94171276,31.2834636,5.93,B9p Si,3.33,-3.17,-3.16
HIP 94336,288.02173147,49.85423807,5.85,G4V+...,40.16,-205.02,624.33
HIP 94372,288.1167467,-21.65832764,6.39,K0III,7.13,31.83,-22.34
HIP 94376,288.13814581,67.66131695,3.07,G9III,32.54,94.49,92.3
HIP 94382,288.15301833,21.55456041,6.02,A2Vn,3.24,14.51,4.79
HIP 94385,288.16959861,-7.93950077,5.35,B3V,2.68,12.69,-7.06
HIP 94398,288.19207229,-50.48631735,6.12,G8III,7.13,44.73,-42.12
HIP 94434,288.306957,-25.90676384,5.79,K2III,1.54,-2.11,-9.21
HIP 94437,288.31464939,-12.28250973,5.51,K3III,5.77,12.51,-30.44
HIP 94477,288.42791464,2.2937137,5.14,B8II-III,5.09,5.78,-2.58
HIP 94478,288.4334249,5.51563787,6.47,A3V,5.45,7.51,-13.44
HIP 94481,288.43953645,39.14596968,4.43,B2.5IV,3.13,-1.59,-0.61
HIP 94490,288.47985288,57.70525514,5.0,K2III,20.14,-17.1,-63.15
HIP 94556,288.6646739,-45.19343079,5.91,G8III,11.03,48.12,-39.61
HIP 94598,288.76120242,20.20315025,6.03,G8III,4.5,4.02,-11.2
HIP 94620,288.82224652,21.23209944,5.65,A4V,10.26,36.38,7.82
HIP 94623,288.82992834,50.07111826,6.27,G8III,9.52,-6.87,3.79
HIP 94624,288.8337071,15.08367864,5.58,G8II-III,5.32,1.04,-11.17
HIP 94630,288.8534831,30.52644519,5.88,M0III,2.37,35.18,-26.23
HIP 94643,288.88498822,-25.25660677,4.86,K0/K1III+..,9.89,47.56,-31.16
HIP 94645,288.88814331,-24.17910471,6.25,F8V,36.97,114.78,-101.81
HIP 94648,288.8887238,73.35521457,4.45,K3III,21.73,-116.6,104.25
HIP 94646,288.88904113,18.51632809,6.46,M2III,3.04,-10.49,10.06
HIP 94685,288.99786092,27.92630021,6.18,F6Ib-II,1.94,5.08,0.7
HIP 94703,289.05433156,21.39044277,4.76,B4IV,3.58,0.73,-6.12
HIP 94712,289.09059981,-45.46606262,5.38,K3III,6.11,-2.03,12.08
HIP 94713,289.09206426,38.13372778,4.35,K0II,4.24,-0.49,1.23
HIP 94720,289.11159428,14.54461509,5.65,B9.5V,8.77,9.15,0.22
HIP 94724,289.11916883,-69.19075492,6.25,A6IV/V,5.27,7.0,-28.72
HIP 94727,289.12926242,4.83482079,5.59,A3IV,5.97,14.77,-10.42
HIP 94755,289.21414473,46.99839321,6.02,F6IV:,23.57,-10.1,291.8
HIP 94770,289.25219158,-65.2276441,6.42,B8/B9V,4.66,-4.02,-24.0
HIP 94779,289.27545794,53.36816064,3.8,K0III,26.48,60.22,122.93
HIP 94789,289.30091657,-66.66103756,5.52,A4IV/V,11.0,8.89,-4.33
HIP 94820,289.40868994,-18.95288215,4.88,K0III,6.09,-10.05,-10.64
HIP 94827,289.43181365,23.02554904,5.46,B0.5IV,1.7,1.49,-3.69
HIP 94833,289.45076722,2.03179581,6.19,A1Vn,11.84,2.7,-28.2
HIP 94834,289.45416014,11.59539126,5.28,F0IV,7.72,0.25,12.62
HIP 94858,289.54065361,-53.38688837,6.36,F7V,21.94,24.65,-81.41
HIP 94885,289.63537019,1.08508548,5.1,K2II-IIIvar,8.56,11.24,17.87
HIP 94890,289.65771814,49.569347,6.32,K1III,7.89,21.18,44.91
HIP 94913,289.7122248,0.33900138,6.4,K0II-III:..,6.68,16.97,9.21
HIP 94916,289.7197982,9.61816161,6.31,G9III,6.31,2.86,-37.46
HIP 94929,289.75062622,-15.5358858,6.09,K4III,6.31,-88.85,-281.33
HIP 94932,289.75478526,37.44531278,6.25,A0III,4.92,5.56,13.75
HIP 94974,289.90175662,54.37605672,6.23,A1V,7.25,16.51,-28.46
HIP 94981,289.9126806,37.33098454,6.29,G8V,39.64,-62.18,-183.08
HIP 94982,289.91393971,12.37463918,5.53,F0III,9.39,4.28,16.69
HIP 94986,289.91662081,-35.42142487,5.59,B4III,1.77,7.04,-11.14
HIP 95002,289.97100182,11.53491074,6.03,A2V,11.71,42.44,22.14
HIP 95038,290.06668355,57.64511743,5.91,M1III,3.7,28.34,4.94
HIP 95066,290.13682588,-5.41587489,4.98,G8III-IV...,21.17,113.42,44.83
HIP 95067,290.13771445,35.18595454,6.3,B9V,4.49,5.54,1.2
HIP 95073,290.14867994,-0.89216854,5.46,B9III,6.4,5.63,3.1
HIP 95077,290.15898277,-22.40260314,5.59,A6:m...,17.52,-10.44,27.94
HIP 95081,290.16696656,65.7144303,4.6,A2IIIs,14.52,14.09,41.61
HIP 95149,290.37374869,-34.98322276,6.48,G1/G2V,47.95,78.88,-108.93
HIP 95154,290.39806052,76.55959765,6.22,C5II,1.75,-7.21,-0.79
HIP 95159,290.40463261,-19.23441785,6.25,B5III,4.8,0.8,-11.46
HIP 95167,290.41767071,79.60289362,6.06,A3V,10.56,22.75,-26.33
HIP 95168,290.41823037,-17.84725155,3.92,F0III/IV,26.79,-26.95,22.24
HIP 95176,290.43175842,-15.95500233,4.52,F2p,1.95,1.79,-6.27
HIP 95188,290.46180286,-18.30816237,5.84,K0III,9.09,102.34,-92.96
HIP 95211,290.53988002,-42.01595158,6.33,K1III,10.14,-55.83,-30.83
HIP 95222,290.58962436,-0.25227829,5.81,G8III:,8.98,60.43,-27.28
HIP 95235,290.63896106,33.51823541,6.09,K0III,9.63,3.44,-29.87
HIP 95239,290.65699853,-51.2312628,6.42,F0V,14.06,83.07,-5.4
HIP 95241,290.65952718,-44.45891013,3.96,B9V,8.62,7.31,-22.43
HIP 95253,290.70144198,9.91288991,6.34,F6V,27.99,8.18,107.08
HIP 95260,290.71202082,26.2624297,5.22,B6III,8.1,-1.73,-10.93
HIP 95261,290.71325245,-54.42372882,5.03,A0Vn,20.98,25.57,-83.03
HIP 95281,290.76850134,-7.40056318,6.31,K0,6.61,15.11,-21.45
HIP 95294,290.8044192,-44.79964788,4.27,F2III,23.52,92.78,-53.73
HIP 95319,290.89148075,33.22157011,6.37,G8V,64.54,82.04,162.92
HIP 95340,290.94553232,20.26435487,6.4,B9.5V,2.88,3.07,0.42
HIP 95347,290.97146411,-40.61564629,3.96,B8V,19.2,32.67,-120.81
HIP 95352,290.98536934,43.3882371,5.85,G6.5IIIa,8.06,16.3,-27.36
HIP 95369,291.0229734,-68.37107984,6.33,K2III,4.82,-20.76,-0.77
HIP 95370,291.02521109,36.45190293,6.44,K1III,9.05,5.59,78.49
HIP 95372,291.03154901,29.6213112,4.99,B3IV,4.21,10.57,10.85
HIP 95396,291.08939541,-43.7220596,6.13,M1/M2III,5.63,26.19,-1.56
HIP 95398,291.09198653,16.93775593,6.27,A2III-IV,9.18,-5.95,-14.08
HIP 95408,291.12571955,-27.86590574,6.03,B2Vnn,2.48,11.07,-16.26
HIP 95447,291.2407096,11.94285122,5.17,G8IVvar,66.01,721.27,643.6
HIP 95456,291.26687908,-29.30920884,5.91,K3III,12.07,-13.12,-61.77
HIP 95477,291.31854426,-24.50844892,5.02,A4IV/V,14.78,63.61,-51.9
HIP 95485,291.33984203,-13.89726417,5.72,K2III,4.51,52.85,55.2
HIP 95487,291.34331486,20.27176831,6.31,A0V,8.16,-5.87,-17.08
HIP 95492,291.35779819,24.91430832,6.19,F7V,36.05,-177.2,-631.08
HIP 95498,291.3689314,19.79853912,5.14,K0III,13.78,96.65,-71.49
HIP 95503,291.37363116,-23.96242415,5.45,K3III,6.45,-18.24,-13.36
HIP 95501,291.37396941,3.11457923,3.36,F0IV,65.05,253.06,80.67
HIP 95556,291.53801621,36.31786478,5.17,B9sp...,4.99,4.22,12.95
HIP 95557,291.5459647,-15.05325005,5.71,B7IV,3.78,17.43,-0.55
HIP 95560,291.55518356,20.09782036,5.6,A0V,14.94,3.36,-36.13
HIP 95564,291.57972363,-21.77668185,5.57,K1/K2III,5.86,36.16,-4.55
HIP 95572,291.60052721,13.02365808,5.76,F6III,17.96,14.1,59.03
HIP 95576,291.61023591,62.55705286,6.38,K5III,4.78,31.86,37.8
HIP 95582,291.61952782,19.89161003,5.84,M0III,7.17,0.64,-48.14
HIP 95585,291.62954029,0.33857566,4.64,F2Ib,0.28,-0.86,-2.3
HIP 95619,291.73529268,-29.74310537,5.66,B8/B9V,14.47,17.55,-49.32
HIP 95656,291.85821062,52.32050263,5.73,A1V,9.02,-13.16,-27.58
HIP 95664,291.89126683,14.28249131,6.31,B4III,3.91,7.07,-4.29
HIP 95673,291.9016515,37.94120774,6.3,B3Ve,1.58,-0.9,-4.46
HIP 95690,291.95051131,-54.32529723,5.7,K4III,5.63,-5.7,10.26
HIP 95732,292.08665305,2.9300672,5.84,B6III,3.18,2.66,-15.24
HIP 95771,292.17671261,24.66516482,4.44,M0 comp,11.0,-126.45,-106.99
HIP 95785,292.23782315,24.76868131,5.82,K0III,6.74,8.61,17.03
HIP 95793,292.25411887,1.95052861,5.79,A0V,16.95,-0.51,-33.35
HIP 95812,292.32508068,0.24610506,6.25,K2,5.41,12.46,-10.38
HIP 95818,292.33706776,20.27977762,6.34,B5Vn,4.29,2.95,-16.89
HIP 95820,292.3390041,-7.04406367,6.37,F5-G1I-II,2.05,-0.33,-9.4
HIP 95822,292.34218384,14.59607671,5.57,K0III,11.38,50.77,-23.72
HIP 95823,292.34904557,-43.44491571,5.7,Am,17.42,93.03,-114.9
HIP 95853,292.42641389,51.72946747,3.76,A5Vn,26.63,20.92,128.12
HIP 95865,292.46738503,-26.9855106,5.46,K1/K2III,12.85,22.16,-42.97
HIP 95866,292.46910889,-55.44159258,6.14,K0/K1III,9.07,23.83,-66.49
HIP 95898,292.54389021,2.90407568,6.08,K5Ib,1.96,2.26,-1.2
HIP 95929,292.63797828,3.44440006,6.09,A0sh,3.39,13.17,1.39
HIP 95932,292.6440517,-55.11002087,6.29,F5V,27.25,38.71,-13.3
HIP 95937,292.66593316,-2.78886135,5.03,M1IIIvar,6.49,23.06,-10.53
HIP 95947,292.68035529,27.9596948,3.05,K3II+...,8.46,-7.09,-5.63
HIP 95951,292.68915293,27.9652789,5.12,B8V,8.67,-1.95,-0.98
HIP 95953,292.69512816,36.22853276,6.26,B9.5III,4.3,0.69,-12.03
HIP 95965,292.72515764,-21.31218388,6.11,A2V,2.64,15.13,-22.03
HIP 95978,292.75121058,70.98925874,6.06,K2,5.23,-10.91,32.98
HIP 95999,292.79559581,-68.43388713,5.98,K4/K5III,3.13,17.19,-13.42
HIP 96003,292.80649013,55.73188011,6.37,K2II-IIIcomp,3.1,-2.67,-18.19
HIP 96014,292.83066458,50.30659451,5.55,K1III,7.01,-30.6,45.82
HIP 96016,292.84005924,26.61710997,5.89,K0III-IV,16.87,11.33,25.23
HIP 96052,292.94300436,34.45297707,4.74,B3IV,5.2,1.06,-3.58
HIP 96095,293.0587964,-44.54646647,6.48,F6V,23.85,-138.41,32.77
HIP 96100,293.08577692,69.66540172,4.67,K0V,173.41,598.43,-1738.81
HIP 96141,293.22412548,-53.18560103,5.76,Am,8.05,32.87,-6.87
HIP 96164,293.29193749,60.15867782,6.3,K4III,2.71,3.94,5.29
HIP 96178,293.34014279,-45.27168903,5.59,A0p,7.47,-16.24,-24.46
HIP 96198,293.42335027,49.26234659,6.0,M4.5III,2.23,3.04,-11.47
HIP 96204,293.44180953,5.46576513,6.35,M8V,3.8,-5.11,-23.67
HIP 96229,293.52178228,7.37931918,4.45,K3III,29.5,212.76,-155.39
HIP 96234,293.53534254,-40.03463308,5.89,A5IV-III,7.49,4.44,-2.12
HIP 96258,293.58233594,51.23707706,5.71,F7V,39.08,31.72,-188.14
HIP 96275,293.64536654,19.77339742,5.0,B8IIIn,5.36,13.41,2.22
HIP 96288,293.67190527,42.41258465,5.34,A2V,6.37,2.56,-31.28
HIP 96297,293.69306823,63.43417949,6.47,K2,6.05,10.18,-3.26
HIP 96302,293.71216081,29.46291111,5.39,A0V+...,6.06,15.14,17.81
HIP 96316,293.75513896,52.5021014,6.39,K0,8.92,1.47,-34.13
HIP 96327,293.78022188,-10.56043644,5.12,G8III,7.34,6.87,-3.04
HIP 96341,293.80414074,-48.09911061,4.88,G9III,8.19,-7.04,-37.43
HIP 96351,293.85469016,2.91347598,6.37,F6IV,23.79,11.26,53.24
HIP 96356,293.87413266,-7.46018539,6.32,K0,9.18,22.84,-40.04
HIP 96365,293.88943308,-12.25306622,6.27,K0III,9.41,-7.74,-19.87
HIP 96387,293.95125591,36.9445432,6.03,B8Vn,4.42,3.92,-1.69
HIP 96396,293.9831185,50.23852891,6.47,G9III,5.35,-2.16,36.65
HIP 96406,294.00687266,-24.71901737,5.64,A1m...,11.23,6.08,-26.37
HIP 96417,294.03479104,22.58578091,6.33,B9sp...,5.71,3.42,-7.23
HIP 96428,294.06532485,14.39117275,6.37,K0II-III,9.22,13.6,-42.21
HIP 96440,294.1085904,-18.85289016,6.13,F0V,13.6,21.35,-12.87
HIP 96441,294.11059344,50.22046347,4.49,F4V,53.78,-8.15,262.98
HIP 96459,294.15856119,44.69518822,5.17,K0III,24.64,-94.61,-103.78
HIP 96465,294.17662107,-24.88356664,4.59,B8/B9V,17.24,68.7,-23.19
HIP 96468,294.18031892,-1.28655047,4.36,B5III,10.61,1.89,-20.75
HIP 96481,294.21852927,11.27319815,5.98,G0Ib,2.86,9.16,3.21
HIP 96483,294.2227024,-7.02747069,4.93,B0.5III,2.24,1.29,-2.69
HIP 96496,294.26389422,-18.23101861,5.66,K0III,7.37,10.54,-13.78
HIP 96503,294.29007444,29.33371247,6.43,B5V,3.73,0.94,-5.15
HIP 96516,294.32243004,16.46276921,5.67,G8IIIvar,6.89,17.24,13.7
HIP 96536,294.39365282,-14.30144432,5.46,F7V,32.36,-104.36,-146.68
HIP 96546,294.42008887,35.0225612,6.44,K5,1.95,-7.6,-10.23
HIP 96556,294.44690167,-4.64750966,5.45,F3IV,31.14,104.78,-53.59
HIP 96572,294.48617077,49.2840624,6.47,G6V,6.48,36.44,145.53
HIP 96607,294.60800087,-57.98318819,6.19,K0III,6.77,30.83,-62.79
HIP 96620,294.67144862,54.973395,5.89,F6Vasv,25.12,35.41,163.89
HIP 96630,294.70412852,3.38152187,6.36,B3III,-0.33,1.3,0.22
HIP 96665,294.79850093,5.39778241,5.18,B3V + B3V,4.78,2.08,-3.78
HIP 96683,294.84418456,30.1532335,4.68,G8III-IV...,13.0,1.95,36.07
HIP 96688,294.85556676,16.57113626,6.37,M0Iab-Ib SB,1.42,0.29,-6.41
HIP 96693,294.86027686,42.81821158,5.41,B9III,4.76,23.75,27.26
HIP 96706,294.89386216,45.9573801,6.25,K0III,8.1,11.67,24.31
HIP 96721,294.92415705,-45.27856526,6.24,Am,10.05,-24.76,6.13
HIP 96724,294.93718392,33.97890836,6.1,A3IV,6.88,-3.62,12.23
HIP 96729,294.95606457,-23.42761,6.33,A0V,8.03,7.98,-37.17
HIP 96734,294.96721053,-66.68540741,6.37,A0Vn,9.72,35.16,-40.34
HIP 96757,295.02409394,18.01393839,4.39,G0II,6.89,15.09,-19.72
HIP 96760,295.02977888,-23.42905463,5.97,K0III,7.86,29.69,-12.77
HIP 96771,295.05496723,60.50713097,6.49,A5V,8.33,3.27,-6.93
HIP 96781,295.07767996,-54.41776164,6.24,K0III,8.82,76.43,-11.84
HIP 96805,295.17145181,43.07782614,6.17,M2III,2.33,1.99,-0.78
HIP 96807,295.18047034,-0.6212928,5.64,A3IV,11.44,12.59,24.51
HIP 96808,295.18058838,-16.29314555,5.3,K1III,13.31,69.65,-50.2
HIP 96825,295.20880618,45.5246494,5.06,F5II,20.51,84.06,120.38
HIP 96837,295.26222378,17.47612356,4.39,G8II,6.99,9.06,-33.9
HIP 96840,295.27303453,13.81570826,5.98,B5V,1.98,0.0,-10.95
HIP 96856,295.31103737,22.45278133,6.43,K0Iab:,2.26,0.38,-3.45
HIP 96882,295.40518256,-65.8542392,6.08,M0III,4.33,14.47,-71.82
HIP 96895,295.45453769,50.52544635,5.99,G2V,46.25,-147.75,-158.85
HIP 96901,295.46706651,50.51792062,6.25,G5V,46.7,-135.15,-163.53
HIP 96907,295.49010781,40.25405313,6.22,A6V,12.0,-12.77,37.43
HIP 96917,295.51207344,-9.1934491,6.31,K2,9.75,43.67,-84.44
HIP 96919,295.51722804,55.46331472,6.42,M5IIIa,4.25,12.97,-38.29
HIP 96931,295.55338688,12.19328167,6.33,B9III,4.53,0.01,-8.44
HIP 96950,295.6295525,-16.12397392,5.06,F3IV/V,18.67,67.78,-9.23
HIP 96957,295.64169697,11.8266084,5.28,F3V:+...,4.34,3.43,-10.49
HIP 96977,295.68585235,32.42674436,5.93,A5III,1.45,2.1,-1.21
HIP 97028,295.78998146,30.67788039,6.08,A1V,9.68,2.53,4.3
HIP 97029,295.79483942,38.67171285,6.37,K0,2.26,6.9,0.3
HIP 97033,295.80949004,58.01675205,6.29,G0V,22.23,128.3,-55.56
HIP 97063,295.88936752,-15.46965541,5.49,F5V,27.26,135.55,-185.17
HIP 97067,295.90673775,-37.53872252,6.14,B8IV/V,3.82,1.04,-17.44
HIP 97070,295.91455272,57.04265606,6.28,K2III,12.88,3.44,23.61
HIP 97077,295.92882357,25.77187257,5.5,G8III,9.15,11.6,23.05
HIP 97081,295.93784116,41.77308397,5.86,M0III,5.17,19.09,10.07
HIP 97087,295.9643626,34.16271463,6.04,B8III,3.62,6.39,3.95
HIP 97091,295.98322359,27.13540609,6.27,B7V + G1:III,0.75,0.73,-3.35
HIP 97118,296.06896508,37.35426967,4.89,G8III,11.7,72.58,35.14
HIP 97122,296.0766734,69.33711857,5.9,A2III,7.37,8.78,-22.17
HIP 97139,296.14246074,13.30280916,6.25,B9III-IV,4.03,1.78,-10.82
HIP 97142,296.15904371,34.41415588,6.39,M1III,3.93,3.64,3.35
HIP 97144,296.17197869,8.72658032,6.43,K0,8.2,37.3,-17.5
HIP 97151,296.20455325,40.71686361,6.36,M3III,3.6,-68.01,-24.79
HIP 97165,296.24350878,45.13069195,2.86,B9.5III,19.07,43.22,48.44
HIP 97228,296.4152175,36.09100655,6.38,B9.5V,1.73,2.23,6.59
HIP 97229,296.41631572,7.61315784,5.89,A3IV,18.48,53.84,0.1
HIP 97242,296.4639491,35.01276709,6.14,A2V+...,7.68,11.57,-6.43
HIP 97244,296.46764026,-2.88344929,6.47,B3III,3.0,-2.71,-1.49
HIP 97260,296.50506632,-31.90853854,5.51,B8III,5.98,1.49,-13.52
HIP 97278,296.56487567,10.61326869,2.72,K3II,7.08,15.72,-3.08
HIP 97290,296.59091351,-19.76089482,4.87,K0III,15.92,-128.89,-89.81
HIP 97295,296.6065996,33.72868813,5.0,F5,47.94,23.05,-448.66
HIP 97307,296.64598291,32.88860483,6.18,K2,8.89,-37.42,-5.85
HIP 97326,296.68607234,68.438002,6.34,F0III,6.21,7.43,-1.66
HIP 97365,296.84693842,18.53425912,3.68,M2II + B6,7.28,-4.58,11.1
HIP 97372,296.86185855,47.90765516,6.14,M2III,2.65,-21.34,-37.66
HIP 97376,296.86573441,38.40761671,5.83,B8Vn,6.67,4.45,-1.16
HIP 97402,296.95207186,25.38411181,6.0,K0II-III,8.16,67.54,-21.98
HIP 97421,297.00459018,-56.36227755,5.33,A9Vn,19.19,92.4,-137.4
